2.91
3.1
2.97
3.01
2.48
2.3
2.05
1.79
1.38
1.36
1.73
1.69
1.95
0.8
1.92
1.85
1.94
1.91
1.82
1.6
1.99
1.83
1.65
2.01
1.85
1.43
1.5
1.5
1.28
1.74
1.59
1.57
1.51
1.49
2.23
2.39
2.06
1.74
1.58
1.72
1.59
1.83
2.99
3.49
1.85
1.84
2.06
1.9
2.3
2.14
1.78
1.97
1.94
2.03
1.78
1.3
1.8
1.55
1.66
1.68
1.6
1.34
1.53
1.5
1.42
1.4
2.19
1.97
1.89
1.48
2.08
1.7
2.06
1.98
2.11
1.63
2.23
1.91
1.69
1.35
2.02
1.9
2.53
3.84
2.74
2.1
1.5
1.87
1.71
1.74
1.54
1.93
1.57
1.33
1.38
1.84
1.96
2.43
1.78
2.38
1.72
1.74
1.32
2.35
2.3
1.74
1.74
1.62
2.13
1.45
1.62
2.37
1.93
1.57
1.8
1.31
1.23
2.94
3.13
3.06
